 ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
25,416680.000,401784.000,385128.000,412856.000,395496.000,407400.000,509203.000,416616.000,460121.000,429848.000,492352.000,417848.000,412616.000,416952.000,411224.000,370487.000,412840.000,396120.000,413064.000,382392.000,463147.000,426296.000,399368.000,412792.000,392408.000,386952.000,375832.000,392392.000,417496.000,410248.000,392184.000,417624.000,433688.000,449448.000,418376.000,449608.000,509475.000,416648.000,387240.000,378984.000,382840.000,402760.000,402584.000,385096.000,380888.000,445256.000,440744.000,426744.000,366567.000,425336.000,487000.000,427720.000,495288.000,425736.000,439544.000,441752.000,429256.000,400104.000,413848.000,451178.000,390168.000,376312.000,410024.000,480041.000,396648.000
26,409320.000,397288.000,380248.000,408008.000,394488.000,401288.000,500340.000,413752.000,455753.000,427768.000,487297.000,414552.000,408184.000,415240.000,408360.000,368981.000,410232.000,396824.000,410712.000,376184.000,462027.000,424856.000,391960.000,408728.000,385912.000,380728.000,371176.000,388552.000,413288.000,406856.000,387688.000,419032.000,431416.000,445944.000,415832.000,442296.000,503936.000,413400.000,386200.000,374072.000,379848.000,397352.000,398728.000,382727.000,382440.000,439800.000,439544.000,426696.000,361336.000,420840.000,475656.000,424600.000,491000.000,425576.000,434136.000,437784.000,427416.000,399208.000,410488.000,447498.000,390072.000,375224.000,410248.000,478584.000,391352.000
27,405816.000,394088.000,376200.000,403464.000,388552.000,398552.000,487616.000,410072.000,451866.000,421608.000,481854.000,409544.000,404008.000,411960.000,405528.000,361666.000,412328.000,394520.000,407176.000,376904.000,449018.000,417656.000,389592.000,406408.000,383480.000,378456.000,367528.000,382280.000,407624.000,402488.000,382536.000,408760.000,425208.000,440600.000,410520.000,437464.000,495343.000,410168.000,382680.000,375416.000,379111.000,393480.000,393624.000,378695.000,376296.000,435448.000,434376.000,421320.000,361014.000,416728.000,470856.000,420536.000,487320.000,424744.000,432520.000,436056.000,423768.000,393768.000,405735.000,443593.000,391944.000,373288.000,402456.000,468168.000,388840.000
28,404376.000,392328.000,375400.000,405384.000,389576.000,401688.000,483245.000,410024.000,451033.000,426072.000,482512.000,408424.000,407224.000,410808.000,405640.000,364291.000,407255.000,395848.000,409352.000,373944.000,447034.000,418536.000,388472.000,403688.000,383912.000,378070.000,369416.000,381528.000,406056.000,402680.000,382247.000,414088.000,425288.000,440456.000,414312.000,436120.000,494112.000,409080.000,383224.000,375208.000,378712.000,395688.000,394328.000,380040.000,376312.000,436616.000,435112.000,420152.000,360101.000,421320.000,472088.000,421720.000,487992.000,423544.000,431704.000,437704.000,426520.000,395288.000,401255.000,446474.000,388600.000,372152.000,401592.000,467288.000,391640.000
29,402760.000,389208.000,374792.000,403352.000,389384.000,396712.000,477723.000,409992.000,452584.000,418824.000,476671.000,402616.000,403032.000,406312.000,405944.000,365685.000,405800.000,392552.000,409208.000,372936.000,439592.000,416072.000,385656.000,402744.000,381192.000,374743.000,366469.000,384168.000,404584.000,401688.000,377848.000,412648.000,421688.000,438296.000,409320.000,432536.000,490271.000,406584.000,381320.000,375496.000,377352.000,392936.000,393320.000,379688.000,374984.000,435224.000,429624.000,419608.000,359334.000,413496.000,470552.000,419976.000,483576.000,422712.000,426040.000,435064.000,425128.000,390424.000,400647.000,440889.000,386008.000,369768.000,399496.000,462568.000,388424.000
30,397432.000,383800.000,372952.000,403320.000,384312.000,391432.000,469849.000,404440.000,445896.000,415032.000,475627.000,404264.000,401720.000,404824.000,403528.000,360884.000,402087.000,390136.000,403496.000,372424.000,431912.000,414200.000,386664.000,396664.000,382664.000,374615.000,363880.000,377448.000,403688.000,400552.000,379416.000,408600.000,419576.000,435784.000,408872.000,430856.000,481901.000,404488.000,378568.000,370056.000,377288.000,391688.000,389864.000,377784.000,375320.000,433336.000,429016.000,417144.000,356855.000,409208.000,468728.000,414936.000,484296.000,421400.000,424424.000,432904.000,424200.000,391192.000,393959.000,436920.000,385736.000,369016.000,395592.000,456232.000,384104.000
31,391208.000,379768.000,370615.000,399208.000,384584.000,387912.000,452825.000,401160.000,440856.000,415384.000,464762.000,400696.000,390776.000,401032.000,402440.000,358784.000,404440.000,386264.000,403064.000,367861.000,421128.000,409960.000,380600.000,395896.000,375368.000,366389.000,364072.000,373014.000,397032.000,388936.000,361460.000,401016.000,418408.000,432888.000,406152.000,426168.000,469113.000,398104.000,375320.000,368632.000,373816.000,388168.000,387384.000,373432.000,371448.000,426744.000,428936.000,410760.000,355175.000,403336.000,472312.000,408984.000,478760.000,417224.000,421640.000,430408.000,417160.000,386984.000,384261.000,431080.000,384200.000,364488.000,390280.000,437928.000,382616.000
32,388984.000,375848.000,363236.000,395576.000,379287.000,382069.000,445064.000,396264.000,432744.000,406712.000,459370.000,397384.000,385910.000,400568.000,395576.000,352902.000,399160.000,381912.000,400280.000,364888.000,412680.000,404744.000,375032.000,389592.000,373336.000,361650.000,357701.000,368133.000,394152.000,387224.000,356225.000,401224.000,409336.000,423464.000,396344.000,418952.000,462920.000,394904.000,369336.000,366967.000,369175.000,387800.000,384408.000,366614.000,365815.000,424232.000,420952.000,408440.000,353026.000,398008.000,459480.000,401992.000,468856.000,412776.000,415176.000,421960.000,413704.000,383576.000,381078.000,426840.000,375176.000,359030.000,383208.000,430648.000,381768.000
33,383416.000,374792.000,361010.000,393912.000,375848.000,379064.000,438968.000,395016.000,430984.000,407672.000,453402.000,391816.000,381400.000,396184.000,396424.000,349798.000,395110.000,377063.000,395800.000,363094.000,408680.000,401896.000,374024.000,386232.000,369431.000,358547.000,354885.000,365555.000,391064.000,381784.000,355266.000,395592.000,406312.000,418536.000,394360.000,413288.000,451656.000,393256.000,368168.000,364199.000,366551.000,383896.000,379704.000,370036.000,362933.000,420328.000,420136.000,408168.000,349745.000,393704.000,453688.000,397288.000,465272.000,409480.000,414072.000,417032.000,409000.000,379463.000,375122.000,423207.000,375240.000,357461.000,381496.000,426152.000,376600.000
34,379399.000,372583.000,359939.000,391863.000,373880.000,378726.000,430072.000,392200.000,428600.000,403256.000,448136.000,388888.000,380376.000,391752.000,392936.000,349270.000,390055.000,377175.000,394088.000,357842.000,401224.000,402232.000,370968.000,386424.000,369397.000,357725.000,355142.000,362612.000,390360.000,379047.000,352604.000,397720.000,407800.000,418984.000,394632.000,410696.000,452472.000,390408.000,367256.000,362391.000,365464.000,381272.000,377816.000,367088.000,363446.000,417208.000,418264.000,405368.000,347191.000,389944.000,447528.000,397400.000,463624.000,405464.000,409064.000,416104.000,406520.000,379016.000,372578.000,421288.000,374632.000,355015.000,377240.000,420632.000,372728.000
35,380408.000,373655.000,359425.000,389448.000,373461.000,376134.000,430984.000,390312.000,423752.000,403512.000,447016.000,386424.000,379768.000,390040.000,391160.000,350693.000,392823.000,375656.000,392632.000,358387.000,401272.000,399160.000,372792.000,386280.000,367671.000,357380.000,352499.000,360437.000,385848.000,379351.000,352447.000,391592.000,404344.000,417784.000,391592.000,409496.000,446872.000,388280.000,362952.000,362167.000,365303.000,379704.000,374184.000,366004.000,362886.000,420744.000,414424.000,403512.000,347100.000,389896.000,445992.000,393064.000,462104.000,406136.000,410520.000,417608.000,404088.000,377928.000,369247.000,413063.000,373896.000,356375.000,376919.000,417144.000,370664.000
36,380696.000,372774.000,359858.000,391544.000,373176.000,373974.000,432392.000,390120.000,427192.000,400888.000,447064.000,388152.000,377111.000,388823.000,389304.000,349350.000,387590.000,373894.000,390840.000,361299.000,396600.000,397256.000,371224.000,381224.000,365511.000,356386.000,354355.000,359346.000,386823.000,378566.000,350362.000,392184.000,405288.000,417912.000,388696.000,409192.000,446072.000,388808.000,365495.000,363127.000,363959.000,380040.000,375592.000,363570.000,363960.000,417944.000,414424.000,404104.000,348107.000,389048.000,446632.000,394248.000,461224.000,405096.000,407656.000,418232.000,403080.000,379512.000,371426.000,414936.000,373400.000,354678.000,377800.000,418056.000,372664.000
37,379304.000,371236.000,357921.000,390168.000,374567.000,376709.000,427528.000,391224.000,425016.000,401784.000,448554.000,390728.000,376744.000,389544.000,393320.000,346804.000,389431.000,372053.000,393352.000,360661.000,396856.000,398136.000,369638.000,385144.000,368887.000,355314.000,355958.000,360337.000,387560.000,377192.000,351017.000,396680.000,403016.000,417288.000,394344.000,409352.000,445624.000,389432.000,365463.000,363752.000,364503.000,376696.000,376856.000,366790.000,362373.000,417592.000,415336.000,404696.000,346105.000,389656.000,449976.000,396760.000,461016.000,408600.000,408648.000,420792.000,407208.000,378952.000,367826.000,414792.000,374087.000,356292.000,378808.000,421528.000,372712.000
38,378328.000,370792.000,355857.000,385160.000,371848.000,373365.000,427944.000,386808.000,422920.000,400488.000,436648.000,384168.000,375061.000,387464.000,388696.000,347059.000,389223.000,372984.000,388168.000,357618.000,395560.000,397128.000,369543.000,382871.000,364918.000,352203.000,350258.000,358656.000,388312.000,375671.000,350398.000,392696.000,402024.000,416200.000,391384.000,408056.000,443352.000,387368.000,365016.000,358870.000,361607.000,377896.000,375736.000,362514.000,360483.000,415160.000,416088.000,403880.000,344804.000,390120.000,443336.000,391608.000,460712.000,405640.000,407048.000,413976.000,406984.000,379528.000,366738.000,408806.000,372088.000,350610.000,374502.000,417864.000,370600.000
39,374200.000,368150.000,354991.000,376999.000,365941.000,373043.000,425720.000,383960.000,421112.000,402344.000,433432.000,382536.000,372503.000,389880.000,389128.000,344803.000,380533.000,371479.000,385688.000,357602.000,393240.000,396760.000,368919.000,378680.000,361123.000,354272.000,353412.000,355792.000,385880.000,373655.000,349577.000,389112.000,401736.000,417048.000,391896.000,408424.000,437464.000,388360.000,361479.000,359828.000,359078.000,380424.000,375048.000,362019.000,361207.000,411064.000,411784.000,398504.000,346410.000,389256.000,440264.000,391688.000,456760.000,401416.000,404120.000,415384.000,404984.000,378568.000,365444.000,403015.000,373240.000,351635.000,372664.000,411640.000,370328.000
40,375734.000,365352.000,351551.000,375431.000,364453.000,374887.000,430504.000,383032.000,415656.000,395976.000,434072.000,384712.000,374627.000,384600.000,381176.000,346133.000,383160.000,371815.000,375000.000,353926.000,402920.000,385992.000,365367.000,373589.000,358981.000,348409.000,352274.000,358227.000,386488.000,374472.000,350698.000,393096.000,399784.000,418856.000,392680.000,407448.000,445560.000,391656.000,368344.000,361032.000,362568.000,379608.000,379576.000,362438.000,358470.000,403976.000,404664.000,397832.000,346506.000,392696.000,448184.000,396072.000,455416.000,405880.000,409784.000,416408.000,407720.000,382344.000,370561.000,405110.000,371640.000,353221.000,370136.000,415736.000,373575.000
41,370663.000,364279.000,355457.000,369590.000,362630.000,371331.000,430584.000,382040.000,407448.000,398232.000,419688.000,383032.000,378887.000,376984.000,374375.000,343377.000,376485.000,372408.000,374248.000,352527.000,406344.000,386040.000,360664.000,367735.000,355747.000,346024.000,349347.000,361480.000,384071.000,369927.000,344276.000,391848.000,400520.000,417864.000,387032.000,407400.000,443080.000,392072.000,367352.000,358694.000,363175.000,377240.000,379224.000,354401.000,355782.000,403048.000,405800.000,394936.000,347565.000,392280.000,443896.000,394584.000,452344.000,403624.000,409544.000,417816.000,406104.000,378824.000,372899.000,403943.000,371384.000,349536.000,370600.000,420856.000,371192.000
42,374600.000,364119.000,353923.000,369190.000,360071.000,371223.000,430824.000,379896.000,404968.000,395832.000,420232.000,384616.000,378151.000,379704.000,371992.000,346568.000,378744.000,375992.000,377144.000,353972.000,407000.000,388824.000,365656.000,370341.000,358484.000,346714.000,353010.000,359986.000,381176.000,365543.000,346842.000,390072.000,398232.000,418120.000,384232.000,410136.000,444552.000,393928.000,370392.000,360214.000,360919.000,380184.000,377752.000,355634.000,355172.000,400040.000,402104.000,391848.000,345097.000,390616.000,436920.000,391848.000,452856.000,401336.000,406664.000,412456.000,407208.000,377096.000,370341.000,402822.000,368920.000,353092.000,366952.000,419304.000,370696.000
43,369574.000,364103.000,349563.000,367446.000,361926.000,369046.000,432664.000,379752.000,404072.000,392904.000,413560.000,382264.000,375926.000,373448.000,370839.000,344468.000,371046.000,370615.000,370920.000,351631.000,407816.000,388088.000,360436.000,365397.000,352288.000,345624.000,348682.000,356832.000,378728.000,361030.000,341357.000,388712.000,396552.000,415064.000,382760.000,407640.000,441256.000,391976.000,368536.000,356373.000,358920.000,373816.000,375208.000,349837.000,353654.000,398664.000,397352.000,390584.000,344713.000,387672.000,432040.000,389496.000,448088.000,397544.000,404120.000,409064.000,404936.000,378584.000,364593.000,399651.000,366456.000,350114.000,366231.000,415928.000,367560.000
44,366708.000,361396.000,350698.000,361250.000,356292.000,365555.000,421896.000,377239.000,400680.000,391896.000,407032.000,380920.000,372453.000,372263.000,370184.000,340014.000,366468.000,367287.000,366984.000,349120.000,400872.000,381592.000,357222.000,363239.000,352126.000,340798.000,346809.000,356847.000,378183.000,359750.000,340654.000,384824.000,394552.000,410808.000,381208.000,403800.000,440072.000,387448.000,365352.000,354242.000,355860.000,374248.000,373304.000,349773.000,351664.000,397832.000,399112.000,387368.000,346039.000,387704.000,424488.000,389176.000,448712.000,396312.000,403448.000,406280.000,403672.000,376200.000,365234.000,395573.000,366040.000,350787.000,362103.000,411352.000,364680.000
45,370391.000,360998.000,351743.000,362133.000,357429.000,369015.000,421336.000,377832.000,398232.000,393192.000,405992.000,379976.000,373799.000,371576.000,370568.000,342864.000,369447.000,368071.000,369224.000,350179.000,404392.000,383752.000,358565.000,362855.000,350046.000,342819.000,347951.000,356962.000,376936.000,361462.000,345800.000,387896.000,397816.000,409720.000,381672.000,406840.000,436600.000,388088.000,364535.000,356055.000,358519.000,373896.000,377112.000,354687.000,352404.000,396472.000,397512.000,390984.000,346186.000,388200.000,427240.000,389416.000,445112.000,399080.000,403960.000,406696.000,402072.000,375048.000,365300.000,397206.000,367656.000,352147.000,367400.000,409384.000,363143.000
46,368584.000,361478.000,349965.000,362567.000,356853.000,366343.000,423272.000,375592.000,401048.000,389992.000,406904.000,379640.000,373495.000,375960.000,368599.000,342641.000,366580.000,369654.000,365672.000,348704.000,402536.000,385208.000,358549.000,364119.000,350892.000,344536.000,347593.000,354512.000,375479.000,362771.000,340528.000,386728.000,396840.000,414072.000,384088.000,402696.000,441896.000,386968.000,367944.000,352752.000,357781.000,374504.000,377544.000,350140.000,355316.000,395368.000,397960.000,390664.000,345400.000,389080.000,424760.000,390632.000,446776.000,399112.000,405896.000,409144.000,401400.000,380152.000,365300.000,396902.000,367896.000,350370.000,366120.000,411592.000,363272.000
47,366790.000,358437.000,346196.000,359745.000,356226.000,368725.000,421400.000,374104.000,397688.000,393240.000,408760.000,378232.000,373335.000,370648.000,367206.000,340156.000,367220.000,366502.000,362343.000,345354.000,402008.000,381544.000,356981.000,361110.000,349619.000,341794.000,347998.000,352462.000,375528.000,359591.000,343748.000,386328.000,392088.000,412328.000,382024.000,400584.000,437400.000,386296.000,364408.000,352485.000,357702.000,372616.000,376280.000,350334.000,351052.000,398040.000,398056.000,389496.000,345781.000,390440.000,422872.000,391544.000,447480.000,400024.000,405304.000,407128.000,403016.000,374920.000,364402.000,397527.000,367192.000,348671.000,366664.000,410168.000,360871.000
48,365687.000,361442.000,347995.000,359877.000,352946.000,362949.000,416760.000,374808.000,396584.000,390888.000,402248.000,376936.000,374262.000,368936.000,368695.000,340221.000,364817.000,365639.000,363159.000,345594.000,398296.000,378568.000,355521.000,360472.000,348730.000,342675.000,348795.000,355760.000,375304.000,363463.000,340687.000,384312.000,390280.000,415352.000,383240.000,401528.000,436216.000,383240.000,364504.000,352673.000,355845.000,370184.000,373496.000,348199.000,351148.000,392968.000,396792.000,389960.000,345099.000,387464.000,422152.000,390424.000,447112.000,396616.000,401272.000,409320.000,400104.000,373384.000,362192.000,393813.000,365400.000,349988.000,364872.000,408440.000,362887.000
49,363015.000,356003.000,348877.000,359538.000,351696.000,363092.000,414360.000,372344.000,399928.000,389992.000,403864.000,375128.000,369651.000,370952.000,367480.000,339646.000,361522.000,365508.000,360807.000,347165.000,397400.000,379287.000,353829.000,361574.000,347610.000,337143.000,347643.000,354885.000,371654.000,361717.000,339307.000,380120.000,391272.000,410312.000,382344.000,400856.000,434824.000,382936.000,360551.000,351905.000,353939.000,370472.000,375480.000,347864.000,350257.000,391640.000,393576.000,387848.000,340284.000,385720.000,420328.000,389160.000,447608.000,395128.000,401064.000,406968.000,399992.000,373032.000,358974.000,394087.000,366200.000,347243.000,361368.000,407720.000,360662.000
50,363682.000,357557.000,345330.000,359012.000,351345.000,363525.000,414616.000,370008.000,396248.000,387704.000,402600.000,373736.000,365554.000,369752.000,365093.000,336628.000,361616.000,366086.000,362632.000,344391.000,393784.000,375736.000,354661.000,357474.000,346664.000,337559.000,345285.000,351693.000,370919.000,358614.000,339484.000,382392.000,389544.000,408904.000,381832.000,400344.000,435032.000,382344.000,365111.000,350657.000,354611.000,369800.000,369303.000,346956.000,351007.000,393112.000,395048.000,385336.000,341041.000,387176.000,420712.000,386040.000,446120.000,394616.000,400872.000,407256.000,398600.000,371416.000,360895.000,392242.000,365303.000,347227.000,361671.000,403064.000,358119.000
